,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
409,castro,0,FR,1553378407,54,43.49,-0.77,286.15,1.5
410,castro,0,PT,1553378420,47,41.42,-6.55,285.821,3.42
411,castro,0,BH,1553378400,78,26.15,50.62,295.15,3.1
412,castro,0,CN,1553378421,56,39.77,98.29,261.121,1.77
413,castro,0,FI,1553378420,88,60.46,24.81,274.26,2.1
414,castro,68,BO,1553378234,18,-18.9,-66.78,289.621,2.17
415,castro,20,HN,1553374800,61,15.0,-83.23,301.15,3.6
416,castro,8,RU,1553378422,58,60.47,166.1,251.421,1.22
417,castro,20,DO,1553374800,66,18.21,-71.1,302.15,8.2
418,castro,0,SN,1553376600,77,14.69,-17.45,293.15,7.7
419,castro,90,KZ,1553374800,100,51.13,71.43,274.15,2.0
420,castro,1,US,1553377702,15,38.18,-83.43,288.15,2.6
421,castro,75,CA,1553374800,75,70.47,-68.59,246.15,8.2
422,castro,0,RU,1553378422,74,56.73,85.44,273.15,2.0
423,castro,32,RU,1553378424,90,61.14,45.92,269.371,5.07
424,castro,32,MG,1553378316,90,-14.9,50.28,299.371,4.32
425,castro,80,MA,1553378425,100,29.7,-9.73,288.121,3.07
426,castro,0,SO,1553378304,100,11.28,49.18,298.371,1.72
427,castro,0,RU,1553376808,78,49.31,43.06,275.93,1.79
428,castro,0,RS,1553374800,70,44.01,20.91,280.15,0.5
429,castro,0,NA,1553378425,36,-24.83,16.98,295.921,2.22
430,castro,1,US,1553378340,19,33.19,-82.53,296.48,2.1
431,castro,20,RU,1553374800,55,51.92,108.05,274.15,5.0
432,castro,75,MY,1553374800,100,2.29,111.83,298.15,1.32
433,castro,56,CO,1553374800,35,6.19,-67.49,310.15,1.62
434,castro,20,IN,1553374800,53,12.96,77.22,297.15,1.5
435,castro,100,MG,1553378427,86,-17.47,49.2,297.071,1.17
436,castro,8,SE,1553378427,68,61.73,17.1,277.321,8.27
437,castro,80,LY,1553378427,100,31.21,16.59,287.821,3.47
438,castro,0,US,1553378160,31,46.54,-87.4,284.82,5.7
439,castro,20,CL,1553374800,60,-20.22,-70.14,296.15,7.7
440,castro,20,CL,1553374800,51,-45.58,-72.07,289.15,4.1
441,castro,92,CD,1553378428,100,-2.17,16.23,294.571,0.77
442,castro,75,US,1553378402,54,45.52,-122.67,289.26,1.32
443,castro,0,BW,1553378429,39,-21.2,24.86,298.871,6.82
444,castro,0,PF,1553378429,99,-16.78,-151.5,302.071,4.47
445,castro,20,AF,1553374500,67,34.43,70.46,287.15,1.5
446,castro,1,US,1553378216,59,36.62,-121.92,291.48,2.1
447,castro,56,NA,1553378430,57,-20.59,17.46,294.421,1.17
448,castro,40,CA,1553378480,54,49.17,-121.95,288.71,2.1
449,castro,0,NG,1553378232,57,10.52,7.44,297.771,1.87
450,castro,20,AR,1553374800,67,-45.87,-67.48,289.15,3.1
451,castro,80,RU,1553378492,76,56.85,105.25,266.821,2.97
452,castro,36,LY,1553378492,100,32.77,22.64,289.121,4.12
453,castro,24,ID,1553378453,98,-0.02,109.34,299.121,2.87
454,castro,36,AU,1553374800,51,-23.7,133.88,301.15,4.6
455,castro,0,VE,1553378493,27,8.02,-62.41,307.171,4.47
456,castro,0,VE,1553378493,29,6.71,-61.64,306.121,2.32
457,castro,40,BR,1553374800,94,-10.18,-48.33,298.15,1.5
458,castro,1,US,1553378354,42,41.47,-87.06,285.93,2.27
459,castro,0,ZA,1553374800,49,-25.85,25.61,295.15,4.1
460,castro,56,ID,1553378494,94,-2.54,112.95,296.321,1.57
461,castro,0,RU,1553374800,59,55.0,86.81,274.15,4.0
462,castro,20,SA,1553378495,79,25.02,37.27,292.621,1.47
463,castro,68,UA,1553378495,100,45.05,34.56,275.621,4.12
464,castro,75,CL,1553374800,71,-41.87,-73.83,287.15,1.42
465,castro,92,BR,1553378496,92,-1.71,-47.89,298.471,1.97
466,castro,36,IE,1553378226,86,54.5,-8.19,275.93,0.45
467,castro,36,JP,1553378407,45,36.5,139.0,275.37,0.89
468,castro,92,BF,1553378497,21,13.32,-1.53,302.471,3.17
469,castro,88,RU,1553378497,93,60.26,37.97,273.621,8.27
470,castro,76,ZA,1553378323,77,-32.25,24.53,290.671,1.22
471,castro,92,SO,1553378497,96,7.98,49.82,299.721,5.22
472,castro,8,GL,1553378497,100,61.99,-49.67,266.371,5.67
473,castro,88,RU,1553378498,88,67.67,53.09,272.421,9.87
474,castro,90,BO,1553374800,78,-19.79,-63.2,296.15,4.02
475,castro,80,CA,1553377624,61,46.12,-70.67,274.82,6.26
476,castro,20,RU,1553378499,76,60.42,134.54,248.321,1.22
477,castro,20,DE,1553378453,86,52.27,10.2,281.48,1.5
478,castro,92,NZ,1553378408,85,-46.13,167.69,290.93,1.34
479,castro,32,RU,1553378500,92,59.56,150.8,266.871,10.52
480,castro,20,NG,1553374800,88,5.43,7.07,298.15,1.5
481,castro,24,RU,1553378501,63,65.73,150.89,253.371,0.82
482,castro,0,RU,1553377254,92,55.61,37.97,274.26,1.0
483,castro,20,ID,1553378302,100,-3.31,129.0,300.571,4.02
484,castro,88,RU,1553378502,94,51.76,48.54,274.421,4.22
485,castro,0,ID,1553378407,97,5.56,95.32,296.671,0.47
486,castro,44,TH,1553378502,100,12.25,102.51,300.771,4.02
487,castro,76,ID,1553378502,98,-0.91,122.88,299.271,1.17
488,castro,8,MG,1553378503,88,-20.3,44.28,300.621,2.57
489,castro,0,NP,1553378503,90,29.28,82.18,267.671,1.02
490,castro,12,NZ,1553378435,77,-36.4,174.66,296.48,2.1
491,castro,20,LK,1553375400,100,6.12,81.12,297.15,1.0
492,castro,0,BR,1553378504,54,-21.35,-51.86,302.871,2.02
493,castro,80,TR,1553378565,94,37.34,41.89,281.471,3.02
494,castro,8,IN,1553378490,100,11.67,92.75,301.121,3.87
495,castro,0,CA,1553378566,99,51.77,-104.18,280.621,5.57
496,castro,76,VN,1553378366,98,9.18,105.15,298.621,3.02
497,castro,0,GB,1553378546,86,53.7,-2.31,280.15,3.1
498,castro,36,RU,1553378567,78,54.43,31.9,272.271,3.87
499,castro,32,PH,1553378567,97,5.4,125.46,300.371,6.02
500,castro,5,MX,1553378420,61,20.76,-105.33,301.15,6.2
501,castro,56,RU,1553378567,58,63.01,112.47,257.871,3.32
502,castro,68,JO,1553378400,71,32.44,35.7,286.15,1.5
503,castro,0,PL,1553378344,75,54.57,18.4,280.37,9.8
504,castro,56,RU,1553378569,82,66.77,123.37,259.571,3.67
505,castro,75,BM,1553378318,72,32.3,-64.78,292.15,8.2
506,castro,24,GL,1553374200,51,60.91,-46.05,262.15,3.1
507,castro,48,ZA,1553378559,92,-34.05,23.37,294.271,1.32
508,castro,20,ID,1553374800,100,1.44,125.19,295.15,0.5
509,castro,92,NC,1553378573,100,-20.68,164.93,298.021,6.82
510,castro,1,US,1553378532,19,38.1,-86.58,288.71,2.6
511,castro,24,MX,1553378574,37,15.44,-92.9,305.021,1.77
512,castro,76,RU,1553378574,82,69.41,86.18,260.671,5.12
513,castro,56,ID,1553378575,96,-2.64,115.23,296.021,1.02
514,castro,40,MY,1553374800,100,5.84,118.12,297.15,0.32
515,castro,90,ES,1553378409,63,28.66,-17.92,291.15,7.7
516,castro,0,CN,1553378575,54,40.61,115.04,267.971,2.32
517,castro,75,BR,1553374800,64,-20.25,-43.81,297.15,3.1
518,castro,90,US,1553378524,93,60.55,-151.26,279.82,4.6
519,castro,36,ID,1553378577,100,-8.49,140.4,296.971,0.92
520,castro,68,AU,1553378540,78,-34.58,150.85,296.48,3.1
521,castro,75,PE,1553374800,290,-6.53,-76.35,290.15,2.1
522,castro,44,GL,1553378354,73,66.94,-53.67,251.321,0.77
523,castro,36,MZ,1553378533,86,-23.87,35.38,299.171,5.72
524,castro,76,AU,1553378473,58,-33.36,116.15,284.82,1.37
525,castro,88,VN,1553378578,100,18.33,105.9,294.721,8.82
526,castro,0,PH,1553378579,73,11.0,122.67,297.621,5.97
527,castro,75,TO,1553378400,69,-18.65,-173.98,299.15,2.1
528,castro,56,ID,1553378579,96,-2.42,115.25,296.021,1.02
529,castro,0,PH,1553378580,93,16.13,119.78,298.171,6.37
530,castro,0,RU,1553378580,86,68.05,39.51,272.271,10.67
531,castro,64,RU,1553378580,66,52.63,126.75,264.021,2.22
532,castro,20,US,1553378527,76,43.41,-124.22,287.04,4.1
533,castro,75,GB,1553378552,93,50.47,-3.52,283.15,0.5
534,castro,0,RU,1553378366,90,61.92,159.24,266.521,8.07
535,castro,90,US,1553378521,100,35.62,-95.96,286.15,5.7
536,castro,68,KZ,1553378562,96,51.1,66.31,271.471,1.37
